season,week,team,implied_team_total
2024,14,JAX,21.5
2024,14,SEA,24.25
2024,14,BUF,23.0
2024,14,CHI,23.25
2024,14,LAC,24.25
2024,14,CIN,23.0
2024,15,LA,25.75
2024,15,DAL,22.25
2024,15,KC,18.5
2024,15,MIA,24.5
2024,15,NYJ,19.0
2024,15,WAS,18.5
2024,15,BAL,13.5
2024,15,CIN,20.25
2024,15,NE,26.25
2024,15,IND,24.0
2024,15,BUF,29.0
2024,15,TB,24.5
2024,15,PIT,24.25
2024,15,GB,22.5
2024,15,CHI,25.25
2024,15,ATL,19.0
2024,16,DEN,22.25
2024,16,HOU,23.0
2024,16,PIT,25.75
2024,16,NYG,26.0
2024,16,ARI,20.75
2024,16,DET,20.25
2024,16,CLE,28.25
2024,16,TEN,23.25
2024,16,LA,22.0
2024,16,PHI,21.5
2024,16,MIN,20.25
2024,16,NE,31.0
2024,16,JAX,22.0
2024,16,SF,21.0
2024,16,TB,21.5
2024,16,NO,29.0
2024,17,KC,20.25
2024,17,BAL,20.5
2024,17,SEA,20.0
2024,17,LAC,18.0
2024,17,DEN,27.0
2024,17,ARI,27.25
2024,17,NYJ,27.25
2024,17,TEN,18.5
2024,17,LV,17.75
2024,17,IND,16.5
2024,17,DAL,22.5
2024,17,CAR,28.5
2024,17,MIA,14.75
2024,17,GB,24.0
2024,17,ATL,25.0
2024,17,DET,23.25
2024,18,CLE,31.0
2024,18,CIN,23.0
2024,18,CAR,28.0
2024,18,WAS,18.25
2024,18,CHI,25.75
2024,18,JAX,24.5
2024,18,BUF,16.75
2024,18,NYG,19.75
2024,18,NO,29.5
2024,18,HOU,19.5
2024,18,SF,23.5
2024,18,KC,25.5
2024,18,SEA,15.5
2024,18,LAC,17.75
2024,18,MIA,20.5
2024,18,MIN,29.75
2024,19,LAC,19.25
2024,19,PIT,27.0
2024,19,DEN,28.0
2024,19,GB,25.5
2024,19,WAS,27.25
2024,19,MIN,22.5
2024,20,HOU,25.5
2024,20,WAS,32.0
2024,20,LA,25.25
2024,20,BAL,25.0
2024,21,WAS,26.25
2024,21,BUF,25.5
2024,22,KC,23.5
